Country.Region,Date,Cases,NewCases,Population,PopDensity,Urban population,Recovered,Deaths,StillInfected,MortalityRate,MortalityRatePop,RecoveryRate,NewDeaths
Portugal,2020-04-01,8251,808,10196709,111,66,43,187,8021,2.2663919524906073,0.001833925043854836,0.5211489516422252,27
Qatar,2020-04-01,835,54,2881053,248,96,71,2,762,0.23952095808383234,6.94190630994987e-5,8.502994011976048,0
Romania,2020-04-01,2460,215,19237691,84,55,252,92,2116,3.7398373983739837,4.782278704861202e-4,10.24390243902439,10
Russia,2020-04-01,2777,440,145934462,9,74,190,24,2563,0.8642419877565718,1.6445738498696765e-5,6.841915736406194,7
Rwanda,2020-04-01,82,7,12952218,525,18,0,0,82,0,0,0,0
Saint Kitts and Nevis,2020-04-01,8,0,NA,NA,NA,0,0,8,0,NA,0,0
Saint Lucia,2020-04-01,13,0,183627,301,19,1,0,12,0,0,7.6923076923076925,0
Saint Vincent and the Grenadines,2020-04-01,1,0,NA,NA,NA,1,0,0,0,NA,100,0
San Marino,2020-04-01,236,0,33931,566,97,13,26,197,11.016949152542372,0.07662609413220949,5.508474576271186,0
Sao Tome and Principe,2020-04-01,0,0,NA,NA,NA,0,0,0,NaN,NA,NaN,0
Saudi Arabia,2020-04-01,1720,157,34813871,16,84,264,16,1440,0.9302325581395349,4.595869272911364e-5,15.348837209302326,6
Senegal,2020-04-01,190,15,16743927,87,49,45,1,144,0.5263157894736842,5.972314618906306e-6,23.684210526315788,1
Serbia,2020-04-01,1060,160,8737371,100,56,0,28,1032,2.6415094339622645,3.204625281449076e-4,0,12
Seychelles,2020-04-01,10,0,98347,214,56,0,0,10,0,0,0,0
Sierra Leone,2020-04-01,2,1,7976983,111,43,0,0,2,0,0,0,0
Singapore,2020-04-01,1000,74,5850342,8358,NA,245,3,752,0.3,5.127905342969693e-5,24.5,0
Slovakia,2020-04-01,400,37,5459642,114,54,3,1,396,0.25,1.8316219268589405e-5,0.75,1
Slovenia,2020-04-01,841,39,2078938,103,55,10,15,816,1.78359096313912,7.21522238758443e-4,1.1890606420927468,0
Somalia,2020-04-01,5,0,15893222,25,47,1,0,4,0,0,20,0
South Africa,2020-04-01,1380,27,59308690,49,67,50,5,1325,0.36231884057971014,8.43046777799341e-6,3.6231884057971016,0
South Sudan,2020-04-01,0,0,11193725,18,25,0,0,0,NaN,0,NaN,0
Spain,2020-04-01,104118,8195,46754778,94,80,22647,9387,72084,9.015732150060508,0.020077092441760713,21.75128219904339,923
Sri Lanka,2020-04-01,146,3,21413249,341,18,21,3,122,2.054794520547945,1.4010017816539657e-5,14.383561643835616,1
Sudan,2020-04-01,7,0,43849260,25,35,2,2,3,28.57142857142857,4.561080392234669e-6,28.57142857142857,0
Suriname,2020-04-01,10,1,586632,4,65,0,0,10,0,0,0,0
Sweden,2020-04-01,4947,512,10099265,25,88,103,239,4605,4.831210834849404,0.0023665088499014533,2.082069941378613,59
Switzerland,2020-04-01,17768,1163,8654622,219,74,2967,488,14313,2.746510580819451,0.005638605591324497,16.69855920756416,55
Syria,2020-04-01,10,0,17500658,95,60,0,2,8,20,1.1428141730442364e-5,0,0
Taiwan*,2020-04-01,329,7,NA,NA,NA,39,5,285,1.5197568389057752,NA,11.854103343465045,0
Tajikistan,2020-04-01,0,0,9537645,68,27,0,0,0,NaN,0,NaN,0
Tanzania,2020-04-01,20,1,59734218,67,37,1,1,18,5,1.6740823492491357e-6,5,0
Thailand,2020-04-01,1771,120,69799978,137,51,505,12,1254,0.6775832862789385,1.719198249604033e-5,28.514963297571995,2
Timor-Leste,2020-04-01,1,0,1318445,89,33,0,0,1,0,0,0,0
Togo,2020-04-01,36,2,8278724,152,43,10,2,24,5.555555555555555,2.4158312319628e-5,27.77777777777778,1
Trinidad and Tobago,2020-04-01,90,3,1399488,273,52,1,5,84,5.555555555555555,3.572735171719943e-4,1.1111111111111112,2
Tunisia,2020-04-01,423,29,11818619,76,70,5,12,406,2.8368794326241136,1.0153470553539293e-4,1.1820330969267139,2
Turkey,2020-04-01,15679,2148,84339067,110,76,333,277,15069,1.7666943044837045,3.284361682587738e-4,2.123859940047197,63
Uganda,2020-04-01,44,0,45741007,229,26,0,0,44,0,0,0,0
Ukraine,2020-04-01,794,149,43733762,75,69,13,20,761,2.518891687657431,4.573125906707957e-5,1.63727959697733,3
United Arab Emirates,2020-04-01,814,150,9890402,118,86,61,8,745,0.9828009828009828,8.088649986117854e-5,7.493857493857494,2
United Kingdom,2020-04-01,29865,4384,67886011,281,83,179,3100,26586,10.380043529214799,0.004566478357374688,0.5993638037836934,671
Uruguay,2020-04-01,338,0,3473730,20,96,41,2,295,0.591715976331361,5.757499863259379e-5,12.1301775147929,1
US,2020-04-01,213242,25070,331002651,36,83,8474,6501,198267,3.0486489528329317,0.001964032608306814,3.9738888211515553,1134
Uzbekistan,2020-04-01,181,9,33469203,79,50,12,2,167,1.1049723756906076,5.975642742374236e-6,6.629834254143646,0
Venezuela,2020-04-01,143,8,28435940,32,NA,41,3,99,2.097902097902098,1.0550029293914673e-5,28.671328671328673,0
Vietnam,2020-04-01,218,6,97338579,314,38,63,0,155,0,0,28.899082568807337,0
West Bank and Gaza,2020-04-01,134,15,NA,NA,NA,18,1,115,0.7462686567164178,NA,13.432835820895523,0
Western Sahara,2020-04-01,0,0,597339,2,87,0,0,0,NaN,0,NaN,0
Yemen,2020-04-01,0,0,29825964,56,38,0,0,0,NaN,0,NaN,0
Zambia,2020-04-01,36,1,18383955,25,45,0,0,36,0,0,0,0
Zimbabwe,2020-04-01,8,0,14862924,38,38,0,1,7,12.5,6.7281512036258815e-6,0,0
Afghanistan,2020-04-02,273,36,38928346,60,25,10,6,257,2.197802197802198,1.5412933290307274e-5,3.6630036630036633,2
Albania,2020-04-02,277,18,2877797,105,63,76,16,185,5.776173285198556,5.559808422901267e-4,27.436823104693143,1
Algeria,2020-04-02,986,139,43851044,18,73,61,86,839,8.72210953346856,1.9611847781776873e-4,6.186612576064909,28
Andorra,2020-04-02,428,38,77265,164,88,10,15,403,3.5046728971962615,0.01941370607649,2.336448598130841,1
Angola,2020-04-02,8,0,32866272,26,67,1,2,5,25,6.085265770331359e-6,12.5,0
Antigua and Barbuda,2020-04-02,9,2,97929,223,26,0,0,9,0,0,0,0
Argentina,2020-04-02,1133,79,45195774,17,93,256,36,841,3.1774051191526915,7.96534649456385e-5,22.594880847308033,8
Armenia,2020-04-02,663,92,2963243,104,63,33,7,623,1.0558069381598794,2.362276735320053e-4,4.97737556561086,3
Australia,2020-04-02,5116,254,25499884,3,86,520,24,4572,0.46911649726348714,9.411807520379309e-5,10.16419077404222,4
Austria,2020-04-02,11129,418,9006398,109,57,1749,158,9222,1.4197142600413335,0.0017543084371798804,15.715697726660077,12
Azerbaijan,2020-04-02,400,41,10139177,123,56,26,5,369,1.25,4.93136671743673e-5,6.5,0
Bahamas,2020-04-02,24,3,393244,39,86,1,1,22,4.166666666666666,2.5429504328101633e-4,4.166666666666666,0
Bahrain,2020-04-02,643,74,1701575,2239,89,381,4,258,0.6220839813374806,2.3507632634471007e-4,59.25349922239502,0
Bangladesh,2020-04-02,56,2,164689383,1265,39,25,6,25,10.714285714285714,3.6432221013299927e-6,44.642857142857146,0
Barbados,2020-04-02,46,12,287375,668,31,0,0,46,0,0,0,0
Belarus,2020-04-02,304,141,9449323,47,79,53,4,247,1.3157894736842104,4.233107493520964e-5,17.434210526315788,2
Belgium,2020-04-02,15348,1384,11589623,383,98,2495,1011,11842,6.587177482408131,0.008723320853491093,16.256189731561115,183
Belize,2020-04-02,3,0,397628,17,46,0,0,3,0,0,0,0
Benin,2020-04-02,13,0,12123200,108,48,1,0,12,0,0,7.6923076923076925,0
Bhutan,2020-04-02,5,1,771608,20,46,1,0,4,0,0,20,0
Bolivia,2020-04-02,123,8,11673021,11,69,1,8,114,6.504065040650407,6.853410098379845e-5,0.8130081300813009,1
Bosnia and Herzegovina,2020-04-02,533,74,3280819,64,52,20,16,497,3.0018761726078798,4.876831059561652e-4,3.75234521575985,3
Botswana,2020-04-02,4,0,2351627,4,73,0,1,3,25,4.252375057779146e-5,0,0
Brazil,2020-04-02,8044,1208,212559417,25,88,127,324,7593,4.027846842366982,1.524279679408417e-4,1.5788165091994033,84
Brunei,2020-04-02,133,2,437479,83,80,56,1,76,0.7518796992481203,2.2858240052665382e-4,42.10526315789473,0
Bulgaria,2020-04-02,457,35,6948445,64,76,25,10,422,2.1881838074398248,1.4391709224150152e-4,5.470459518599562,0
Burkina Faso,2020-04-02,288,6,20903273,76,31,50,16,222,5.555555555555555,7.654303706409996e-5,17.36111111111111,0
Burma,2020-04-02,20,5,NA,NA,NA,0,1,19,5,NA,0,0
Burundi,2020-04-02,3,1,11890784,463,14,0,0,3,0,0,0,0
Cabo Verde,2020-04-02,6,0,555987,138,68,0,1,5,16.666666666666664,1.7986032047511902e-4,0,0
Cambodia,2020-04-02,110,1,16718965,95,24,34,0,76,0,0,30.909090909090907,0
Cameroon,2020-04-02,306,73,26545863,56,56,10,7,289,2.287581699346405,2.6369457267220885e-5,3.2679738562091507,1
Canada,2020-04-02,11284,1724,37742154,4,81,1735,139,9410,1.2318326834455866,3.6828846599481314e-4,15.375753278979085,30
Central African Republic,2020-04-02,3,0,4829767,8,43,0,0,3,0,0,0,0
Chad,2020-04-02,8,1,16425864,13,23,0,0,8,0,0,0,0
Chile,2020-04-02,3404,373,19116201,26,85,335,18,3051,0.5287896592244419,9.41609684895027e-5,9.841363102232666,2
China,2020-04-02,82432,71,1439323776,153,61,76565,3322,2545,4.029988354037267,2.3080282945315566e-4,92.88261840062113,6
Colombia,2020-04-02,1161,96,50882891,46,80,55,19,1087,1.636520241171404,3.734064560128865e-5,4.7372954349698535,2
Comoros,2020-04-02,0,0,869601,467,29,0,0,0,NaN,0,NaN,0
Congo (Brazzaville),2020-04-02,22,3,NA,NA,NA,2,2,18,9.090909090909092,NA,9.090909090909092,2
Congo (Kinshasa),2020-04-02,134,25,NA,NA,NA,3,13,118,9.701492537313433,NA,2.2388059701492535,4
Costa Rica,2020-04-02,396,21,5094118,100,80,6,2,388,0.5050505050505051,3.926096725674592e-5,1.5151515151515151,0
Cote d'Ivoire,2020-04-02,194,4,NA,NA,NA,15,1,178,0.5154639175257731,NA,7.731958762886598,0
Croatia,2020-04-02,1011,48,4105267,73,58,88,7,916,0.6923837784371909,1.7051266093045836e-4,8.704253214638971,1
Cuba,2020-04-02,233,21,11326616,106,78,13,6,214,2.575107296137339,5.297257362658008e-5,5.579399141630901,0
Cyprus,2020-04-02,356,36,1207359,131,67,28,10,318,2.8089887640449436,8.282540652780159e-4,7.865168539325842,1
Czechia,2020-04-02,3858,350,NA,NA,NA,67,44,3747,1.1404872991187145,NA,1.7366511145671333,5
Denmark,2020-04-02,3386,279,5792202,137,88,1089,123,2174,3.6326048434731244,0.0021235447244415855,32.16184288245717,19
Diamond Princess,2020-04-02,712,0,NA,NA,NA,619,11,82,1.544943820224719,NA,86.93820224719101,0
Djibouti,2020-04-02,40,7,988,43,79,0,0,40,0,0,0,0
Dominica,2020-04-02,12,0,71986,96,74,0,0,12,0,0,0,0
Dominican Republic,2020-04-02,1380,96,10847910,225,85,16,60,1304,4.3478260869565215,5.53101933920912e-4,1.1594202898550725,3
Ecuador,2020-04-02,3163,415,17643054,71,63,65,120,2978,3.7938665823585205,6.801543542291487e-4,2.055011065444199,27
Egypt,2020-04-02,865,86,102334404,103,43,201,58,606,6.705202312138728,5.667693144526449e-5,23.23699421965318,6
El Salvador,2020-04-02,41,9,6486205,313,73,0,2,39,4.878048780487805,3.083467142959558e-5,0,1
Equatorial Guinea,2020-04-02,15,0,1402985,50,73,1,0,14,0,0,6.666666666666667,0
Eritrea,2020-04-02,22,7,3546421,35,63,0,0,22,0,0,0,0
Estonia,2020-04-02,858,79,1326535,31,68,45,11,802,1.282051282051282,8.29228026399605e-4,5.244755244755245,6
Eswatini,2020-04-02,9,0,1160164,67,30,0,0,9,0,0,0,0
Ethiopia,2020-04-02,29,0,114963588,115,21,3,0,26,0,0,10.344827586206897,0
Faroe Islands,2020-04-02,177,4,48863,35,43,81,0,96,0,0,45.76271186440678,0
Fiji,2020-04-02,7,2,896445,49,59,0,0,7,0,0,0,0
Finland,2020-04-02,1518,72,5540720,18,86,300,19,1199,1.251646903820817,3.429157221444145e-4,19.76284584980237,2
France,2020-04-02,59929,2180,65273511,119,82,12548,5398,41983,9.007325334979727,0.008269817139145465,20.938110096948055,984
Gabon,2020-04-02,21,3,2225734,9,87,0,1,20,4.761904761904762,4.49289987033491e-5,0,0
Gambia,2020-04-02,4,0,2416668,239,59,2,1,1,25,4.137928751487585e-5,50,0
Georgia,2020-04-02,134,17,3989167,57,58,26,0,108,0,0,19.402985074626866,0
Germany,2020-04-02,84794,6922,83783942,240,76,22440,1107,61247,1.305516899780645,0.00132125556947416,26.46413661343963,187
Ghana,2020-04-02,204,9,31072940,137,57,31,5,168,2.450980392156863,1.609117128923108e-5,15.196078431372548,0
Greece,2020-04-02,1544,129,10423054,81,85,61,53,1430,3.432642487046632,5.084882031696276e-4,3.950777202072539,3
Greenland,2020-04-02,10,0,5677,0,87,2,0,8,0,0,20,0
Grenada,2020-04-02,10,1,112523,331,35,0,0,10,0,0,0,0
Guatemala,2020-04-02,47,8,17915568,167,52,12,1,34,2.127659574468085,5.581737626180761e-6,25.53191489361702,0
Guinea,2020-04-02,52,22,13132795,53,39,0,0,52,0,0,0,0
Guinea-Bissau,2020-04-02,9,0,1968001,70,45,0,0,9,0,0,0,0
Guyana,2020-04-02,19,0,786552,4,27,0,4,15,21.052631578947366,5.085487037093542e-4,0,2
Haiti,2020-04-02,16,0,11402528,414,57,1,0,15,0,0,6.25,0
Holy See,2020-04-02,7,1,801,2003,NA,0,0,7,0,0,0,0
Honduras,2020-04-02,219,47,9904607,89,57,3,14,202,6.392694063926941,1.4134836445302677e-4,1.36986301369863,4
Hungary,2020-04-02,585,60,9660351,107,72,42,21,522,3.5897435897435894,2.173834056340189e-4,7.179487179487179,1
Iceland,2020-04-02,1319,99,341243,3,94,284,4,1031,0.3032600454890068,0.0011721852169861362,21.531463229719485,2
India,2020-04-02,2543,545,1380004385,464,35,191,72,2280,2.8313016122689736,5.217374725950599e-6,7.510813999213527,14
Indonesia,2020-04-02,1790,113,273523615,151,56,112,170,1508,9.497206703910614,6.21518547859204e-5,6.256983240223464,13
Iran,2020-04-02,50468,2875,83992949,52,76,16711,3160,30597,6.2613933581675525,0.0037622205644904792,33.11207101529682,124
Iraq,2020-04-02,772,44,40222493,93,73,202,54,516,6.994818652849741,1.3425323984766436e-4,26.165803108808287,2
Ireland,2020-04-02,3849,402,4937786,72,63,5,98,3746,2.546115874253053,0.0019846951649990503,0.12990387113535984,13
Israel,2020-04-02,6857,765,8655535,400,93,338,36,6483,0.5250109377278693,4.1591883112944493e-4,4.929269359778329,10
Italy,2020-04-02,115242,4668,60461826,206,69,18278,13915,83049,12.074590860970828,0.023014521592516907,15.8605369570122,760
Jamaica,2020-04-02,47,3,2961167,273,55,2,3,42,6.382978723404255,1.0131140864395692e-4,4.25531914893617,0
Japan,2020-04-02,2495,317,126476461,347,92,472,62,1961,2.4849699398797593,4.9020979484870315e-5,18.917835671342687,5
Jordan,2020-04-02,299,21,10203134,115,91,45,5,249,1.6722408026755853,4.900455095463806e-5,15.050167224080269,0
Kazakhstan,2020-04-02,435,55,18776707,7,58,27,3,405,0.6896551724137931,1.597724244192552e-5,6.206896551724138,0
Kenya,2020-04-02,110,29,53771296,94,28,4,3,103,2.727272727272727,5.579184849850002e-6,3.6363636363636362,2
"Korea, South",2020-04-02,9976,89,51269185,527,82,5828,169,3979,1.6940657578187652,3.2963270237278006e-4,58.42020850040096,4
Kosovo,2020-04-02,125,0,NA,NA,NA,10,1,114,0.8,NA,8,0
Kuwait,2020-04-02,342,25,4270571,240,NA,81,0,261,0,0,23.684210526315788,0
Kyrgyzstan,2020-04-02,116,5,6524195,34,36,5,0,111,0,0,4.310344827586207,0
Laos,2020-04-02,10,0,7275560,32,36,0,0,10,0,0,0,0
Latvia,2020-04-02,458,12,1886198,30,69,31,0,427,0,0,6.768558951965066,0
Lebanon,2020-04-02,494,15,6825445,667,78,46,16,432,3.2388663967611335,2.344169501036196e-4,9.31174089068826,2
Liberia,2020-04-02,6,0,5057681,53,53,0,0,6,0,0,0,0
Libya,2020-04-02,11,1,6871292,4,78,0,1,10,9.090909090909092,1.4553303803709695e-5,0,1
Liechtenstein,2020-04-02,75,7,38128,238,15,0,0,75,0,0,0,0
Lithuania,2020-04-02,649,68,2722289,43,71,7,9,633,1.386748844375963,3.3060413497611754e-4,1.078582434514638,1
Luxembourg,2020-04-02,2487,168,625978,242,88,80,30,2377,1.2062726176115801,0.0047925006949126004,3.216726980297547,1
Madagascar,2020-04-02,59,2,27691018,48,39,0,0,59,0,0,0,0
Malawi,2020-04-02,3,3,19129952,203,18,0,0,3,0,0,0,0
Malaysia,2020-04-02,3116,208,32365999,99,78,767,50,2299,1.6046213093709885,1.544831043219151e-4,24.614890885750963,5
Maldives,2020-04-02,19,0,540544,1802,35,13,0,6,0,0,68.42105263157895,0
Mali,2020-04-02,36,5,20250833,17,44,0,3,33,8.333333333333332,1.4814205420586897e-5,0,0
Malta,2020-04-02,196,8,441543,138,93,2,0,194,0,0,1.0204081632653061,0
Mauritania,2020-04-02,6,0,4649658,5,57,2,1,3,16.666666666666664,2.150695814616903e-5,33.33333333333333,0
Mauritius,2020-04-02,169,8,1271768,626,41,0,7,162,4.142011834319527,5.504148555396896e-4,0,1
Mexico,2020-04-02,1510,132,128932753,66,84,35,50,1425,3.3112582781456954,3.877990567687638e-5,2.3178807947019866,13
Moldova,2020-04-02,505,82,4033963,123,43,23,6,476,1.188118811881188,1.487371103800407e-4,4.554455445544554,1
Monaco,2020-04-02,60,5,39242,26337,NA,2,1,57,1.6666666666666667,0.0025482900973446817,3.3333333333333335,0
Mongolia,2020-04-02,14,0,3278290,2,67,2,0,12,0,0,14.285714285714285,0
Montenegro,2020-04-02,144,21,628066,47,68,0,2,142,1.3888888888888888,3.1843787117914355e-4,0,0
Morocco,2020-04-02,708,54,36910560,83,64,31,44,633,6.214689265536723,1.1920707786606326e-4,4.378531073446328,5
Mozambique,2020-04-02,10,0,31255435,40,38,0,0,10,0,0,0,0
MS Zaandam,2020-04-02,9,0,NA,NA,NA,0,2,7,22.22222222222222,NA,0,0
Namibia,2020-04-02,14,0,2540905,3,55,3,0,11,0,0,21.428571428571427,0
Nepal,2020-04-02,6,1,29136808,203,21,1,0,5,0,0,16.666666666666664,0
Netherlands,2020-04-02,14788,1092,17134872,508,92,260,1341,13187,9.068163375710036,0.007826145418535954,1.7581823099810656,166
New Zealand,2020-04-02,797,89,4822233,18,87,92,1,704,0.12547051442910914,2.0737280840639594e-5,11.543287327478042,0
Nicaragua,2020-04-02,5,0,6624554,55,57,0,1,4,20,1.5095355853390282e-5,0,0
Niger,2020-04-02,98,24,24206644,19,17,0,5,93,5.1020408163265305,2.065548615495812e-5,0,0
Nigeria,2020-04-02,184,10,206139589,226,52,20,2,162,1.0869565217391304,9.702163517945116e-7,10.869565217391305,0
North Macedonia,2020-04-02,384,30,2083374,83,59,17,11,356,2.864583333333333,5.279896936411801e-4,4.427083333333334,0
Norway,2020-04-02,5147,284,5421241,15,83,32,50,5065,0.9714396735962697,9.222980494687471e-4,0.6217213911016126,6
Oman,2020-04-02,231,21,5106626,16,87,57,1,173,0.4329004329004329,1.95824013742146e-5,24.675324675324674,0
Pakistan,2020-04-02,2421,303,220892340,287,35,125,34,2262,1.4043783560512184,1.539211364232911e-5,5.163155720776539,7
Panama,2020-04-02,1317,136,4314767,58,68,9,32,1276,2.4297646165527715,7.416391197948811e-4,0.683371298405467,2
Papua New Guinea,2020-04-02,1,0,8947024,20,13,0,0,1,0,0,0,0
Paraguay,2020-04-02,77,8,7132538,18,62,2,3,72,3.896103896103896,4.206076434503398e-5,2.5974025974025974,0
Peru,2020-04-02,1414,91,32971854,26,79,537,55,822,3.889674681753889,1.668089395276347e-4,37.97736916548798,17
Philippines,2020-04-02,2633,322,109581078,368,47,51,107,2475,4.063805545005697,9.764459517363024e-5,1.9369540448157994,11
Poland,2020-04-02,2946,392,37846611,124,60,56,57,2833,1.9348268839103868,1.506079368638846e-4,1.9008825526137134,14
Portugal,2020-04-02,9034,783,10196709,111,66,68,209,8757,2.3134823998228913,0.0020496809313671695,0.752711976975869,22
Qatar,2020-04-02,949,114,2881053,248,96,72,3,874,0.31612223393045313,1.0412859464924803e-4,7.586933614330875,1
Romania,2020-04-02,2738,278,19237691,84,55,267,115,2356,4.200146092037984,5.977848381076502e-4,9.75164353542732,23
Russia,2020-04-02,3548,771,145934462,9,74,235,30,3283,0.8455467869222096,2.0557173123370955e-5,6.623449830890643,6
Rwanda,2020-04-02,84,2,12952218,525,18,0,0,84,0,0,0,0
Saint Kitts and Nevis,2020-04-02,9,1,NA,NA,NA,0,0,9,0,NA,0,0
Saint Lucia,2020-04-02,13,0,183627,301,19,1,0,12,0,0,7.6923076923076925,0
Saint Vincent and the Grenadines,2020-04-02,2,1,NA,NA,NA,1,0,1,0,NA,50,0
San Marino,2020-04-02,245,9,33931,566,97,21,30,194,12.244897959183673,0.08841472399870325,8.571428571428571,4
Sao Tome and Principe,2020-04-02,0,0,NA,NA,NA,0,0,0,NaN,NA,NaN,0
Saudi Arabia,2020-04-02,1885,165,34813871,16,84,328,21,1536,1.1140583554376657,6.032078420696164e-5,17.400530503978782,5
Senegal,2020-04-02,195,5,16743927,87,49,55,1,139,0.5128205128205128,5.972314618906306e-6,28.205128205128204,0
Serbia,2020-04-02,1171,111,8737371,100,56,0,31,1140,2.6473099914602902,3.5479779901757634e-4,0,3
Seychelles,2020-04-02,10,0,98347,214,56,0,0,10,0,0,0,0
Sierra Leone,2020-04-02,2,0,7976983,111,43,0,0,2,0,0,0,0
Singapore,2020-04-02,1049,49,5850342,8358,NA,266,4,779,0.3813155386081983,6.83720712395959e-5,25.357483317445183,1
Slovakia,2020-04-02,426,26,5459642,114,54,5,1,420,0.2347417840375587,1.8316219268589405e-5,1.1737089201877933,0
Slovenia,2020-04-02,897,56,2078938,103,55,70,17,810,1.89520624303233,8.177252039262354e-4,7.803790412486064,2
Somalia,2020-04-02,5,0,15893222,25,47,1,0,4,0,0,20,0
South Africa,2020-04-02,1462,82,59308690,49,67,50,5,1407,0.3419972640218878,8.43046777799341e-6,3.4199726402188784,0
South Sudan,2020-04-02,0,0,11193725,18,25,0,0,0,NaN,0,NaN,0
Spain,2020-04-02,112065,7947,46754778,94,80,26743,10348,74974,9.233926738946147,0.022132497346046644,23.863829027796367,961
Sri Lanka,2020-04-02,151,5,21413249,341,18,21,4,126,2.6490066225165565,1.8680023755386212e-5,13.90728476821192,1
Sudan,2020-04-02,8,1,43849260,25,35,2,2,4,25,4.561080392234669e-6,25,0
Suriname,2020-04-02,10,0,586632,4,65,0,0,10,0,0,0,0
Sweden,2020-04-02,5568,621,10099265,25,88,103,308,5157,5.531609195402299,0.003049726886065471,1.8498563218390804,69
Switzerland,2020-04-02,18827,1059,8654622,219,74,4013,536,14278,2.8469750889679712,0.006193222534733464,21.315132522441175,48
Syria,2020-04-02,16,6,17500658,95,60,0,2,14,12.5,1.1428141730442364e-5,0,0
Taiwan*,2020-04-02,339,10,NA,NA,NA,45,5,289,1.4749262536873156,NA,13.274336283185843,0
Tajikistan,2020-04-02,0,0,9537645,68,27,0,0,0,NaN,0,NaN,0
Tanzania,2020-04-02,20,0,59734218,67,37,2,1,17,5,1.6740823492491357e-6,10,0
Thailand,2020-04-02,1875,104,69799978,137,51,505,15,1355,0.8,2.148997812005041e-5,26.93333333333333,3
Timor-Leste,2020-04-02,1,0,1318445,89,33,0,0,1,0,0,0,0
Togo,2020-04-02,39,3,8278724,152,43,17,2,20,5.128205128205128,2.4158312319628e-5,43.58974358974359,0
Trinidad and Tobago,2020-04-02,94,4,1399488,273,52,1,5,88,5.319148936170213,3.572735171719943e-4,1.0638297872340425,0
Tunisia,2020-04-02,455,32,11818619,76,70,5,14,436,3.076923076923077,1.1845715645795843e-4,1.098901098901099,2
Turkey,2020-04-02,18135,2456,84339067,110,76,415,356,17364,1.9630548662806728,4.221056891701209e-4,2.2883926109732564,79
Uganda,2020-04-02,45,1,45741007,229,26,0,0,45,0,0,0,0
Ukraine,2020-04-02,897,103,43733762,75,69,19,22,856,2.4526198439241917,5.0304384973787533e-5,2.118171683389075,2
United Arab Emirates,2020-04-02,1024,210,9890402,118,86,96,8,920,0.78125,8.088649986117854e-5,9.375,0
United Kingdom,2020-04-02,34173,4308,67886011,281,83,192,3752,30229,10.979428203552512,0.005526911869958009,0.561847072250022,652
Uruguay,2020-04-02,350,12,3473730,20,96,62,4,284,1.1428571428571428,1.1514999726518758e-4,17.71428571428571,2
US,2020-04-02,243622,30380,331002651,36,83,9001,7921,226700,3.2513484003907696,0.002393032193569954,3.6946581179039657,1420
Uzbekistan,2020-04-02,205,24,33469203,79,50,25,2,178,0.975609756097561,5.975642742374236e-6,12.195121951219512,0
Venezuela,2020-04-02,146,3,28435940,32,NA,43,5,98,3.4246575342465753,1.7583382156524454e-5,29.45205479452055,2
Vietnam,2020-04-02,233,15,97338579,314,38,75,0,158,0,0,32.18884120171674,0
West Bank and Gaza,2020-04-02,161,27,NA,NA,NA,18,1,142,0.6211180124223602,NA,11.180124223602485,0
Western Sahara,2020-04-02,0,0,597339,2,87,0,0,0,NaN,0,NaN,0
Yemen,2020-04-02,0,0,29825964,56,38,0,0,0,NaN,0,NaN,0
Zambia,2020-04-02,39,3,18383955,25,45,0,1,38,2.564102564102564,5.4395259344357625e-6,0,1
Zimbabwe,2020-04-02,9,1,14862924,38,38,0,1,8,11.11111111111111,6.7281512036258815e-6,0,0
Afghanistan,2020-04-03,281,8,38928346,60,25,10,6,265,2.135231316725979,1.5412933290307274e-5,3.558718861209965,0
Albania,2020-04-03,304,27,2877797,105,63,89,17,198,5.592105263157895,5.907296449332597e-4,29.276315789473685,1
Algeria,2020-04-03,1171,185,43851044,18,73,62,105,1004,8.9666951323655,2.394469787309967e-4,5.2946199829205804,19
Andorra,2020-04-03,439,11,77265,164,88,16,16,407,3.644646924829157,0.020707953148256002,3.644646924829157,1
Angola,2020-04-03,8,0,32866272,26,67,1,2,5,25,6.085265770331359e-6,12.5,0
Antigua and Barbuda,2020-04-03,15,6,97929,223,26,0,0,15,0,0,0,0
Argentina,2020-04-03,1265,132,45195774,17,93,266,39,960,3.08300395256917,8.629125369110838e-5,21.027667984189723,3
Armenia,2020-04-03,736,73,2963243,104,63,43,7,686,0.9510869565217392,2.362276735320053e-4,5.842391304347826,0
Australia,2020-04-03,5330,214,25499884,3,86,649,28,4653,0.525328330206379,1.0980442107109194e-4,12.176360225140712,4
Austria,2020-04-03,11524,395,9006398,109,57,2022,168,9334,1.4578271433530026,0.0018653406167482272,17.545990975355778,10
Azerbaijan,2020-04-03,443,43,10139177,123,56,32,5,406,1.1286681715575622,4.93136671743673e-5,7.223476297968396,0
Bahamas,2020-04-03,24,0,393244,39,86,1,1,22,4.166666666666666,2.5429504328101633e-4,4.166666666666666,0
Bahrain,2020-04-03,672,29,1701575,2239,89,382,4,286,0.5952380952380952,2.3507632634471007e-4,56.845238095238095,0
Bangladesh,2020-04-03,61,5,164689383,1265,39,26,6,29,9.836065573770492,3.6432221013299927e-6,42.62295081967213,0
Barbados,2020-04-03,51,5,287375,668,31,0,0,51,0,0,0,0
Belarus,2020-04-03,351,47,9449323,47,79,53,4,294,1.1396011396011396,4.233107493520964e-5,15.0997150997151,0
